landmark_id,landmark_name,address,areaId,image_path
126,강동구민회관,서울특별시 강동구 천호동 41,17,강동구민회관_001_38289884.JPG
127,강동구청,서울특별시 강동구 성내동 540,17,강동구청_001_33649241.JPG
128,강동롯데캐슬퍼스트,서울특별시 강동구 암사3동 고덕로 131,17,강동롯데캐슬퍼스트_002_0.jpg
129,강동아트센터,서울특별시 강동구 상일동 477,17,강동아트센터_001_39809860.JPG
130,강동어린이회관,서울특별시 강동구 성내로6길 16 강동어린이회관,17,강동어린이회관_002_38747060.jpg
131,강동예찬시비,서울특별시 강동구 천호동 471-192,17,강동예찬시비_001_40327254.JPG
132,강변어린이공원,서울특별시 용산구 이촌동 408,13,강변어린이공원_001_0.jpg
133,강북구청,서울특별시 강북구 도봉로89길 13 강북구청,6,강북구청_001_33988951.JPG
134,강북문화예술회관,서울특별시 강북구 수유동 360-10,6,강북문화예술회관_001_32691917.JPG
135,강북문화원,서울특별시 강북구 삼각산로 85(수유동),6,강북문화원_001_34731636.JPG
136,강북문화정보도서관,서울특별시 강북구 번동 산27-108,6,강북문화정보도서관_001_33789735.JPG
137,강북북부시장,서울특별시 강북구 한천로123길 26,6,강북 북부시장_003_34731042.JPG
138,강북삼성병원,서울특별시 종로구 평동 108-1,1,강북삼성병원_001_32913664.JPG
139,강북웰빙스포츠센터,서울특별시 강북구 번동 318,6,강북웰빙스포츠센터_002_34732375.JPG
140,강서구립가양도서관,서울특별시 강서구 가양동 1493,18,강서구립가양도서관_001_32853902.JPG
141,강서구립등빛도서관,서울특별시 강서구 등촌동 690-1,18,강서구립등빛도서관_001_33841633.JPG
142,강서구민올림픽체육센터,서울특별시 강서구 등촌동 707-3,18,양천고성지_001_38718656.JPG
143,강서구청,서울특별시 강서구 화곡로 302 강서구청,18,강서구청_001_33640234.JPG
144,강서문화원,서울특별시 강서구 화곡동 111-90,18,강서문화원_001_42673649.jpg
145,강서소방서개화119안전센터,서울특별시 강서구 개화동로19길 8,18,고촌119안전센터_001_43021418.jpg
146,강서청소년회관,서울특별시 강서구 공항대로42길 23-19 강서청소년회관,18,강서청소년회관_001_42588145.jpg
147,강서한강공원,서울특별시 강서구 방화동 2-32,18,강서 한강공원_001_42673439.jpg
148,강제징용노동자상,서울특별시 용산구 한강로3가 40-999,13,강제징용노동자상_001_37748059.jpg
149,강촌아파트,서울특별시 용산구 이촌로87길 13,13,강촌아파트_001_0.jpg
150,강풀만화거리,서울특별시 강동구 천호대로168가길 38-3,17,강풀만화거리_001_38749127.jpg
151,개봉교회,서울특별시 구로구 개봉로 16가길 20,4,개봉교회_001_36262964.jpg
152,개봉동성당,서울특별시 구로구 개봉로 18길 11,4,개봉동성당_001_36263383.jpg
153,개봉역,서울특별시 구로구 경인로 40길47,4,개봉역_001_36263813.jpg
154,개봉푸르지오,서울특별시 구로구 남부순환로 775,4,개봉푸르지오_001_0.jpg
155,개운산스포츠센터,서울특별시 성북구 북악산로 949-60 성북구의회청사,21,개운산스포츠센터_001_0.jpg
156,갤러리3안,서울특별시 종로구 삼청동 27-22,1,갤러리3안_002_38749629.jpg
157,갤러리B,서울특별시 강남구 청담동 9-7,9,(강남구)갤러리 B_001_34534465.jpg
158,갤러리JJ,서울특별시 강남구 논현로 745(논현동),9,갤러리JJ_001_42033863.jpg
159,갤러리M,서울특별시 종로구 인사동4길 12(낙원동),1,갤러리M_001_39732299.jpg
160,갤러리S.P,서울특별시 용산구 회나무로44가길 30(이태원동),13,갤러리SP_001_38567960.jpg
161,갤러리구루지,서울특별시 구로구 구로동 102,4,감로천생태공원_001_40959185.JPG
162,갤러리라메르,서울특별시 종로구 인사동5길 26(관훈동),1,갤러리 라메르_001_41192344.jpg
163,갤러리룩스,서울특별시 종로구 필운대로7길 12(옥인동),1,갤러리룩스_001_42415180.jpg
164,갤러리마노,서울특별시 강남구 압구정로46길 71(신사동),9,갤러리마노_012_42034085.jpg
165,갤러리미,서울특별시 강남구 청담동 118-17,9,갤러리미_001_36942162.jpg
166,갤러리서림,서울특별시 강남구 학동로 523(청담동),9,갤러리서림_001_36942615.jpg
167,갤러리스클로,서울특별시 중구 다산로16길 29(신당동),11,갤러리스클로_001_36322253.jpg
168,갤러리시몬,서울특별시 종로구 자하문로6길 20(통의동),1,갤러리시몬_001_38290371.jpg
169,갤러리아트링크,서울특별시 종로구 율곡로3길 66-17(안국동),1,갤러리아트링크_025_40051675.jpg
170,갤러리아트사이드,서울특별시 종로구 자하문로6길 15(통의동),1,갤러리아트사이드_001_38290845.jpg
171,갤러리아팰리스,서울특별시 송파구 올림픽로 212,14,갤러리아팰리스_002_0.jpg
172,갤러리에이엠,서울특별시 종로구 팔판길 23(팔판동),1,갤러리에이엠_002_41314363.jpg
173,갤러리우림,서울특별시 종로구 관훈동 30-27,1,갤러리 우림_001_34515484.jpg
174,갤러리원,서울특별시 강남구 압구정로71길 14(청담동),9,갤러리원_004_36943077.jpg
175,갤러리위,서울특별시 강남구 청담동 22-23,9,갤러리위_001_42034320.jpg
176,갤러리위앤,서울특별시 마포구 양화로16길 14-16(서교동),8,갤러리We.AN(구잔다리)_001_37441832.jpg
177,갤러리인데코,서울특별시 강남구 신사동 615-4,9,갤러리인데코_006_36943551.jpg
178,갤러리조선,서울특별시 종로구 북촌로5길 64(소격동),1,갤러리조선_001_38750097.jpg
179,갤러리피치,서울특별시 강남구 청담동 122-22,9,갤러리피치_007_36943956.jpg
180,갤러리한,서울특별시 종로구 인사동10길 23-4(경운동),1,갤러리한_001_38961575.jpg
181,갤러리현대본관,서울특별시 종로구 사간동 122,1,갤러리_현대_본관_001_32992789.JPG
182,거리공원,서울특별시 구로구 구로동,4,거러공원_001_0.jpg
183,거북골근린공원,서울특별시 은평구 갈현동 산145-29,12,거북골근린공원_002_0.jpg
184,건국대학교박물관,서울특별시 광진구 능동로 120 건국대학교,2,[중랑&광진]건국대학교 박물관_001_43197341.jpg
185,건국대학교병원,서울특별시 광진구 화양동 4-12,2,건국대학교병원_001_33445255.JPG
186,건국대학교서울캠퍼스,서울특별시 광진구 화양동 1,2,건국대학교서울캠퍼스_001_40793583.jpg
187,건국대학교서울캠퍼스_KU씨네마테크,서울특별시 광진구 화양동 1,2,1.건국대학교 서울캠퍼스_KU씨네마테크__002_41505975.JPG
188,건국대학교서울캠퍼스_공간정보연구실,서울특별시 광진구 화양동 1,2,26.건국대학교 서울캠퍼스_공간정보연구실__001_43017473.JPG
189,건국대학교서울캠퍼스_공과대학,서울특별시 광진구 화양동 1,2,25.건국대학교 서울캠퍼스_공과대학__001_43017273.JPG
190,건국대학교서울캠퍼스_공예관,서울특별시 광진구 화양동 1,2,29.건국대학교 서울캠퍼스_공예관_001_43018100.JPG
191,건국대학교서울캠퍼스_공학관,서울특별시 광진구 화양동 1,2,27.건국대학교 서울캠퍼스_공학관__001_43017675.JPG
192,건국대학교서울캠퍼스_교육과학관,서울특별시 광진구 화양동 1,2,연세대학교 신촌캠퍼스_교육과학관_001_34803406.jpg
193,건국대학교서울캠퍼스_교육연수원,서울특별시 광진구 화양동 1,2,18.건국대학교 서울캠퍼스_교육연수원__001_43015441.JPG
194,건국대학교서울캠퍼스_국제학사,서울특별시 광진구 화양동 1,2,23.건국대학교 서울캠퍼스_국제학사__002_43016869.JPG
195,건국대학교서울캠퍼스_노천극장,서울특별시 광진구 화양동 393-1,2,15.건국대학교 서울캠퍼스_노천극장__001_43014830.JPG
196,건국대학교서울캠퍼스_도정궁경원당,서울특별시 광진구 화양동 1,2,30.건국대학교 서울캠퍼스_도정궁경원당_10.24_001_43018790.JPG
197,건국대학교서울캠퍼스_동물생명과학관,서울특별시 광진구 화양동 1,2,8.건국대학교 서울캠퍼스_동물생명과학관_001_43020324.JPG
198,건국대학교서울캠퍼스_드림홀,서울특별시 광진구 화양동 1,2,20.건국대학교 서울캠퍼스_드림홀__001_43016257.JPG
199,건국대학교서울캠퍼스_레이크홀,서울특별시 광진구 화양동 1,2,17.건국대학교 서울캠퍼스_레이크홀__001_43015236.JPG
200,건국대학교서울캠퍼스_법과대학,서울특별시 광진구 화양동 1,2,9.건국대학교 서울캠퍼스_법과대학__002_43020764.JPG
201,건국대학교서울캠퍼스_비젼홀,서울특별시 광진구 화양동 1,2,22.건국대학교 서울캠퍼스_비젼홀__001_43016662.JPG
202,건국대학교서울캠퍼스_산학협동관,서울특별시 광진구 화양동 1,2,7.건국대학교 서울캠퍼스_산학협동관_001_43019911.JPG
203,건국대학교서울캠퍼스_상허유석창박사동상,서울특별시 광진구 화양동 4-1,2,4.건국대학교 서울캠퍼스_상허유석창박사동상__001_43019002.JPG
204,건국대학교서울캠퍼스_생명과학관,서울특별시 광진구 화양동 1,2,5.건국대학교 서울캠퍼스_생명과학관__001_43019203.JPG
205,건국대학교서울캠퍼스_생명과학관부속동,서울특별시 광진구 화양동 1,2,2.건국대학교 서울캠퍼스_생명과학관부속동_001_34992452.JPG
206,건국대학교서울캠퍼스_의생명과학연구관,서울특별시 광진구 화양동 1,2,3.건국대학교 서울캠퍼스_의생명과학연구관__001_43018307.JPG
207,건국대학교서울캠퍼스_이과대학,서울특별시 광진구 화양동 1,2,28.건국대학교 서울캠퍼스_이과대학__001_43017878.JPG
208,건국대학교서울캠퍼스_인문학관,서울특별시 광진구 화양동 1,2,13.건국대학교 서울캠퍼스_인문학관__001_43014384.JPG
209,건국대학교서울캠퍼스_인문학관강의동,서울특별시 광진구 화양동 1,2,14.건국대학교 서울캠퍼스_인문학관강의동__001_43014607.JPG
210,건국대학교서울캠퍼스_일감호,서울특별시 광진구 화양동 393-1,2,건국대학교 일감호_002_41192889.jpg
211,건국대학교서울캠퍼스_입학정보관,서울특별시 광진구 화양동 1,2,6.건국대학교 서울캠퍼스_입학정보관_10.23_001_43019508.JPG
212,건국대학교서울캠퍼스_제1학생회관,서울특별시 광진구 화양동 1,2,12.건국대학교 서울캠퍼스_제1학생회관_10.23_001_43014171.JPG
213,건국대학교서울캠퍼스_제2학생회관,서울특별시 광진구 화양동 1,2,16.건국대학교 서울캠퍼스_제2학생회관__002_43015035.JPG
214,건국대학교서울캠퍼스_창의관,서울특별시 광진구 화양동 1,2,24.건국대학교 서울캠퍼스_창의관_10.24_001_43017071.JPG
215,건국대학교서울캠퍼스_프론티어홀,서울특별시 광진구 화양동 1,2,19.건국대학교 서울캠퍼스_프론티어홀__001_43015646.JPG
216,건대맛의거리,서울특별시 광진구 화양동,2,[중랑&광진]건대맛의거리_001_42587328.jpg
217,건대양꼬치골목,서울특별시 광진구 자양동 6-21,2,건대 양꼬치거리_007_41207981.jpg
218,건대입구역사거리,서울특별시 광진구 화양동,2,건대입구역사거리_001_0.jpg
219,건설회관,서울특별시 강남구 언주로 711,9,건설회관_001_35274198.jpg
220,건영옴니백화점,서울특별시 노원구 섬밭로 258,22,건염옴니백화점_004_38751174.jpg
221,건영한가람아파트,서울특별시 용산구 이촌로 201,13,건영한가람아파트_001_0.jpg
222,겸재정선미술관,서울특별시 강서구 가양동 243-1,18,양천고성지_001_40185865.JPG
223,경기고교앞사거리,서울특별시 강남구 청담동,9,경기고교앞사거리_001_0.jpg
224,경기대학교서울캠퍼스,서울특별시 서대문구 충정로2가 68-13,5,경기대학교_서울캠퍼스_002_33752883.JPG
225,경기여고경운박물관(서울),서울특별시 강남구 삼성로 29(개포동) 경기여고 100주년기념관,9,경기여고경운박물관(서울)_001_36437654.jpg
226,경남아파트,서울특별시 성북구 정릉로 305,21,경남_001_0.jpg
227,경동고등학교,서울특별시 성북구 보문로29길 49 경동고등학교,21,경동고등학교_001_34846031.JPG
228,경동시장,서울특별시 동대문구 제기동 1019,19,경동시장_001_35456917.jpg
229,경리단길,서울특별시 용산구 이태원동,13,경리단길_002_34007317.JPG
230,경복궁,서울특별시 종로구 세종로 1-91,1,경복궁_001_31795064.JPG
231,경운궁중명전,서울특별시 중구 정동,11,경운궁중명전_001_32114977.JPG
232,경의선숲길사랑방,서울특별시 용산구 용문동,13,경의선숲길사랑방_001_41786434.jpg
233,경의선책거리,서울특별시 마포구 와우산로37길 35,8,경의선책거리_001_33399511.JPG
234,경인미술관,서울특별시 종로구 인사동10길 11-4(관훈동),1,경인미술관_001_34732881.jpg
235,경찰박물관,서울특별시 종로구 신문로2가 58,1,경찰박물관_001_34484023.jpg
236,경찰혼,서울특별시 영등포구 당산동3가 2-11,7,경찰혼_001_34583434.jpg
237,경춘선숲길,서울특별시 노원구 공릉동 272-2,22,경춘선숲길_001_32198260.JPG
238,경향신문사,서울특별시 중구 정동길 3 경향신문사건물,11,경향신문사건물_010_38828675.JPG
239,경희궁,서울특별시 종로구 새문안로 45 경희궁,1,경희궁_001_31854652.JPG
240,경희궁공원,서울특별시 종로구 신문로2가 1-126,1,경희궁공원_001_38756754.jpg
241,경희궁자이2단지,서울특별시 종로구 홍파동 199,1,경희궁자이2단지_001_0.jpg
242,경희궁자이3단지,서울특별시 종로구 경교장길 35,1,경희궁자이3단지_001_0.jpg
243,경희대학교서울캠퍼스,서울특별시 동대문구 회기동 1-5,19,경희대학교_서울캠퍼스_001_32899451.JPG
244,경희대학교서울캠퍼스_간호과학대학,서울특별시 동대문구 회기동 1-5,19,경희대학교서울캠퍼스_간호과학대학_001_35429376.jpg
245,경희대학교서울캠퍼스_관광대학원,서울특별시 동대문구 회기동 1-5,19,경희대학교서울캠퍼스_관광대학원_001_35430126.jpg
246,경희대학교서울캠퍼스_네오르네상스관,서울특별시 동대문구 회기동 1-5,19,경희대학교서울캠퍼스_네오르네상스관_001_35430427.jpg
247,경희대학교서울캠퍼스_무용학관,서울특별시 동대문구 이문동 1-3,19,경희대학교 서울캠퍼스_무용학관_001_35428520.jpg
248,경희대학교서울캠퍼스_문과대학,서울특별시 동대문구 이문동 1-5,19,경희대학교서울캠퍼스_문과대학_001_35430764.jpg
249,경희대학교서울캠퍼스_미술대학,서울특별시 동대문구 회기동 1-5,19,경희대학교 서울캠퍼스_미술대학_001_36353923.jpg
250,경희대학교서울캠퍼스_법과대학,서울특별시 동대문구 이문동 1-5,19,경희대학교서울캠퍼스_법과대학_20201029_001_35431110.jpg
251,경희대학교서울캠퍼스_본관,서울특별시 동대문구 회기동 1-5,19,경희대학교 서울캠퍼스_본관_001_36354300.jpg
252,경희대학교서울캠퍼스_의과대학,서울특별시 동대문구 회기동 1-5,19,경희대학교서울캠퍼스_의과대학_001_35431411.jpg
253,경희대학교서울캠퍼스_정경대학,서울특별시 동대문구 이문동 1-5,19,경희대학교서울캠퍼스_정경대학_001_35431725.jpg
254,경희대학교서울캠퍼스_치과대학,서울특별시 동대문구 회기동 1-5,19,경희대학교서울캠퍼스_치과대학_001_36322775.jpg
